2.010661467700369354e+00,1.502008092101667858e+00
2.020155480359556943e+00,1.133795073695608169e+00
1.873020144548100507e+00,1.364638018341171488e+00
2.004353176029007866e+00,1.362086741319640915e+00
1.973256580399969096e+00,1.629439328317773716e+00
2.381735627884172146e+00,1.824648748891365635e+00
1.958990721233667909e+00,1.609999712369292624e+00
2.069668937970621680e+00,1.475437287293487998e+00
1.905391432937544982e+00,1.236886548343334224e+00
2.017344342434903570e+00,1.241925240267825359e+00
2.134984699912235051e+00,1.588787833267335303e+00
2.091271520940473305e+00,1.576297718701414219e+00
1.931700690283844057e+00,1.167315379886348037e+00
1.587916561049866226e+00,1.287359055579594402e+00
1.983323778221880884e+00,1.630079795881235860e+00
2.252951981924074865e+00,2.106402259913489061e+00
2.092433383041548467e+00,1.728570637744769822e+00
2.073754768655680092e+00,1.506908237721566790e+00
2.406770192470065517e+00,1.615476463434083465e+00
2.109950135326341236e+00,1.797960118724617473e+00
2.315766016873541666e+00,1.369794535624231147e+00
2.185086834461650085e+00,1.713849479939049347e+00
1.582508379075737270e+00,1.687043024413732661e+00
2.441004850558265993e+00,1.410745543510376621e+00
2.308248204572441065e+00,1.648356302061360967e+00
2.190168091901270930e+00,1.143413677458267719e+00
2.268181101091899077e+00,1.509257106319934705e+00
2.108348518031427865e+00,1.487607168077677899e+00
2.048066355000770056e+00,1.374576855885561555e+00
2.089996828180068267e+00,1.436696601701118237e+00
2.127401715480468525e+00,1.309265365485012600e+00
2.297301496362851303e+00,1.331555771290731105e+00
1.972994827996127354e+00,2.016771728890582427e+00
2.027803636921989838e+00,1.971401775697384284e+00
2.017344342434903570e+00,1.241925240267825359e+00
1.876779050698650586e+00,1.225357135122606689e+00
2.039781862971322024e+00,1.324306757072464258e+00
2.017344342434903570e+00,1.241925240267825359e+00
1.821022473546890730e+00,1.301877804962152663e+00
2.095030427091023384e+00,1.437016835482849419e+00
1.976067718324622247e+00,1.521309161745556526e+00
1.993781050882591277e+00,6.452820079331416103e-01
1.796935677186894287e+00,1.479899373773087445e+00
2.382324304822521999e+00,1.608068181965200072e+00
2.462345681124275654e+00,1.898938375491111996e+00
2.057887292194465534e+00,1.177115671126146124e+00
2.119182395581686418e+00,1.817079500891367383e+00
1.919984216638353836e+00,1.427077997938459353e+00
2.109623210791832904e+00,1.627208285077974326e+00
2.009386774939963871e+00,1.362406975101371653e+00
5.672523086943376036e+00,1.356433318881334449e+00
5.438796330754962938e+00,1.543817119791767167e+00
5.866949419379595909e+00,1.358782187479702364e+00
4.831119104327427749e+00,9.586061962652665525e-01
5.584656973806013447e+00,1.173373058145907866e+00
5.183252897721519759e+00,1.446916853604570452e+00
5.609135866831184813e+00,1.724187557201070087e+00
3.971347940084493988e+00,1.095302560168326167e+00
5.471788462835795563e+00,1.214163099500939147e+00
4.697628783990883683e+00,1.410791307152301943e+00
4.189534144346200861e+00,7.488780263091164846e-01
5.119098997880981550e+00,1.485839226674078972e+00
4.780690045243504827e+00,6.627927159469092500e-01
5.480399879399752372e+00,1.435185031960680035e+00
4.494917959525216666e+00,1.358172339740836065e+00
5.391505334130201277e+00,1.310625306547836155e+00
5.259991214151742867e+00,1.673159165465941900e+00
4.742075637313364567e+00,1.208707069382171984e+00
5.508507334314141524e+00,7.305501793583717429e-01
4.633881633966556279e+00,1.064387494239115828e+00
5.718245471650852174e+00,1.822678399064604271e+00
4.923071048149848750e+00,1.173137407428771040e+00
5.787040873737172575e+00,1.055240191910730818e+00
5.366256675669129450e+00,1.336373956315414668e+00
5.204088800963024397e+00,1.218945419762269111e+00
5.378187243189796796e+00,1.260034973953007675e+00
5.742299262633220991e+00,1.101250612667390882e+00
6.026782002440066677e+00,1.380432125721959391e+00
5.373480568813349123e+00,1.430466573817919862e+00
4.294804179109025455e+00,1.013999570067449785e+00
4.548237981815496767e+00,9.897776338576380617e-01
4.412819119649530109e+00,9.608579604510901762e-01
4.723611116802674204e+00,1.170468305048672386e+00
5.894614033392591601e+00,1.401462317346777953e+00
5.209268235910938571e+00,1.750000069087219057e+00
5.376356878868668865e+00,1.880420641465155196e+00
5.671575318717478886e+00,1.387584035527682058e+00
5.323313262133267720e+00,7.473206929267532939e-01
4.844502367398497711e+00,1.567280763079548001e+00
4.807032307967431528e+00,1.136627765076201113e+00
5.021197853674745915e+00,1.316816515008365496e+00
5.396030920009097898e+00,1.500176288579498252e+00
4.807980076193328678e+00,1.105477048429853948e+00
4.008752827384894246e+00,9.678713239522203082e-01
4.952958123149148406e+00,1.324267937649795446e+00
4.879096116774245040e+00,1.547979693435659554e+00
4.954232815909554333e+00,1.463869054650091206e+00
5.153365822722220102e+00,1.295786323383546712e+00
3.856144137468642707e+00,1.040314003212468696e+00
4.893950652878896079e+00,1.350838742457974639e+00
7.117207871167508415e+00,2.080542729006597202e+00
6.033170958017719521e+00,1.493003657827752573e+00
7.031531213638820610e+00,1.462526651038841496e+00
6.434426112357702010e+00,1.594120460898839298e+00
6.870130018661063431e+00,1.673929979735923057e+00
7.664617587715421898e+00,1.438561086492190499e+00
5.268864383119541195e+00,1.506848697352873634e+00
7.194319932036314036e+00,1.378052637298995409e+00
6.728696783980615770e+00,1.132434571607713325e+00
7.381656639921787999e+00,2.025810543713900014e+00
6.213577691915853407e+00,1.674014562800517192e+00
6.329991015161444246e+00,1.310520002537218121e+00
6.666144501434991376e+00,1.481709895324161419e+00
6.022664005001969301e+00,1.334283158660706459e+00
6.336594064614275545e+00,1.606515170332714515e+00
6.522147228082696202e+00,1.775174507044150696e+00
6.400780131207852719e+00,1.582270813896380357e+00
7.729050753561804932e+00,2.141146583331837938e+00
8.081315955098405723e+00,1.125956371659427413e+00
5.819412162126616828e+00,9.274887219128935545e-01
6.938256918527329731e+00,1.679150359137553172e+00
5.888846760130917346e+00,1.615716435901097814e+00
7.723298133451166336e+00,1.241238448037366826e+00
5.952233980243108569e+00,1.247962197581362620e+00
6.749303940195906293e+00,1.835201755924499523e+00
6.915851564743950242e+00,1.611446858966089302e+00
5.842503531732051947e+00,1.351373906010818970e+00
5.865380807462309498e+00,1.591835454419041396e+00
6.661110902524034927e+00,1.481389661542429792e+00
6.669100636772013146e+00,1.375585943342058526e+00
7.150166997870713637e+00,1.207482491129490354e+00
7.436610446260019991e+00,1.982446805110815946e+00
